"ID","Type","Name","Documentation","Specialization"
"id-468977","BusinessObject","Competentie","Een verzameling van kennis, ervaring en persoonlijke vaardigheden om een functie, taak of rol met succes te vervullen.",""
"id-723094","BusinessObject","Congestiegebied","Een gebied waarin de te verwachten behoefte aan transport van de in dat gebied aanwezige aangeslotenen redelijkerwijs kan leiden tot een situatie waarin de maximale transportcapaciteit van een net of netgedeelte niet voldoende is om te voorzien in die behoefte.",""
"id-c4c3ab9919384cd7919d5ca0907d9b33","BusinessObject","Contract","Contractual commitment enabling development / funding of the resource, will typically include perfornance requirements and reporting",""
"id-722964","BusinessObject","Contractloze situatie","Een toestand waarin er een actieve aansluiting is zonder leveringsovereenkomst.",""
"id-736128","BusinessObject","Crisis","Een noodsituatie waarbij het energietransport ernstig verstoord kan raken.",""
"id-9b03569b706d48589b60bf60854a2552","BusinessObject","Customer Preferences","A register of customer needs, goals and  economics that allows energy system to optimize delivery. Allows users to configure various ied interacting with digital energy services provided by the utility/local energy community,  -> device settings: thermostat settings, storage back-up reserve, water heater settings, over-ride, EV charge schedule",""
"id-736102","BusinessObject","Data","De verzameling bedrijfsobjecten nodig om data te besturen.",""
"id-736110","BusinessObject","Data-analysemodel","Een algoritme bedoeld om bij toepassing op een dataset waardevolle informatie te genereren.",""
"id-736104","BusinessObject","Datakwaliteitsregel","Een beperking waar een dataset aan moet voldoen.",""
"id-736106","BusinessObject","Dataservice","Een verzameling handelingen die toegang biedt tot één of meer datasets.",""
"id-736108","BusinessObject","Dataset","Een verzameling gegevens die als geheel wordt verwerkt.",""
"id-736168","BusinessObject","Digitaal product","Een dienst voor het leveren van beheerde software.",""
"id-736162","BusinessObject","Digitaal product","De verzameling bedrijfsobjecten nodig om digitale producten te ontwikkelen en beheren.",""
"id-736164","BusinessObject","Digitaal product","De verzameling bedrijfsobjecten nodig om de digitaalproductstrategie en -portfolio te ontwikkelen en beheren.",""
"id-736176","BusinessObject","Digitaalproductinstantie","Een levering van een digitaal product.",""
"id-736174","BusinessObject","Digitaalproductinstantie","De verzameling bedrijfsobjecten nodig om digitale producten te leveren.",""
"id-736180","BusinessObject","Digitaalproductprestatie","De mate waarin de instantie van een digitaal product afgesproken prestatiedoelen behaalt.",""
"id-736178","BusinessObject","Digitaalproductprestatie","De verzameling bedrijfsobjecten nodig om digitale producten te exploiteren.",""
"id-736166","BusinessObject","Digitaalproductstrategie","Een algemene aanpak die een organisatie hanteert om digitale producten te ontwikkelen en beheren zodat zij haar doelstellingen realiseert.",""
"id-736170","BusinessObject","Digitaalproductwijziging","De verzameling bedrijfsobjecten nodig om digitale producten te realiseren.",""
"id-736172","BusinessObject","Digitaalproductwijziging","Een verandering van een digitaal product.",""
"id-723109","BusinessObject","Energie-uitwisseling","Een afname dan wel invoeding van energie op een energienet.",""
"id-470534","BusinessObject","Energiediefstal","Een situatie waarbij op illegale wijze energie wordt onttrokken aan het energienet.",""
"id-723105","BusinessObject","Energiemarkt","Een (virtuele) handelsplaats voor energie. Hieronder vallen onder meer over-the-counter-markten en energiebeurzen, markten voor de verhandeling van energie, capaciteit, balancerings- en ondersteunende diensten in alle tijdsbestekken, waaronder termijn-, day-ahead- en intraday-markten.",""
"id-729665","BusinessObject","Energiemarkt","De verzameling bedrijfsobjecten nodig om de energiemarkt te faciliteren.",""
"id-729578","BusinessObject","Energienet","De verzameling bedrijfsobjecten nodig om ontwikkeling en instandhouding van energienetten te besturen.",""
"id-729592","BusinessObject","Energienet","De verzameling bedrijfsobjecten nodig om energienetten uit te breiden, te vervangen en te vernieuwen.",""
"id-723119","BusinessObject","Energieprogramma of prognose","Een bij een netbeheerder ingediende planning van handelstransacties (energieprogramma) en/of energie-uitwisseling (prognose).",""
"id-722908","BusinessObject","Energietransport","Een verplaatsing van energie via een energienet.",""
"id-729563","BusinessObject","Energietransport","De verzameling bedrijfsobjecten nodig om energiestransport te besturen.",""
"id-729558","BusinessObject","Energietransport","De verzameling bedrijfsobjecten nodig om energie te transporteren.",""
"id-736046","BusinessObject","Facilitair product","De verzameling bedrijfsobjecten nodig om faciliteiten beschikbaar te stellen.",""
"id-469285","BusinessObject","Facilitair product","Een voorwerp of dienst die het gebruik van een bedrijfsgebouw ondersteunt.",""
"id-736013","BusinessObject","Financieel feit","De verzameling bedrijfsobjecten nodig om gebeurtenissen financieel te verwerken en standen te beheren.",""
"id-736017","BusinessObject","Financieel feit","De geldelijke waardering van een gebeurtenis.",""
"id-736037","BusinessObject","Financieel plan","Een door een organisatie in detail voorgenomen handelswijze om financiën te besturen zodat zij haar doelstellingen realiseert.",""
"id-736033","BusinessObject","Financieel verslag","Een overzicht van de financiële situatie van een organisatie.",""
"id-736025","BusinessObject","Financiering","Een verstrekking van benodigde geldmiddelen.",""
"id-736019","BusinessObject","Financiële beheersmaatregel","Een handeling waarmee een organisatie het gebruik van haar financiële middelen bewaakt.",""
"id-736015","BusinessObject","Financiële stand","De geldelijke waardering van een toestand.",""
"id-736035","BusinessObject","Financiële strategie","Een algemene aanpak die een organisatie hanteert om financiën te besturen zodat zij haar doelstellingen realiseert.",""
"id-736031","BusinessObject","Financiële strategie","De verzameling bedrijfsobjecten nodig om financiële strategie en plannen op te stellen, te bewaken en te rapporteren.",""
"id-736011","BusinessObject","Financiën","De verzameling bedrijfsobjecten nodig om financiën te verkrijgen en beheren.",""
"id-723037","BusinessObject","Functioneel ontwerp","Een specificatie van eisen aan een netaanpassing en de gekozen oplossingsrichting.",""
"id-723015","BusinessObject","Goederenbeweging","Een fysieke of logische verplaatsing van goederen. Hieronder wordt mede verstaan de ontvangst, reservering, uitgifte en retournering van goederen.",""
"id-723073","BusinessObject","Graafbericht","Een bericht aan de netbeheerder van de Dienst voor het kadaster en de openbare registers nadat deze een oriëntatieverzoek of graafmelding heeft ontvangen.",""
"id-736140","BusinessObject","Informatiebeveiligingsrisico","Een effect van onzekerheid ten aanzien van het behoud van de vertrouwelijkheid, de integriteit en de beschikbaarheid van informatie.",""
"id-729651","BusinessObject","Inkomstenverlies","De verzameling bedrijfsobjecten nodig om inkomstenverlies te beperken.",""
"id-475943","BusinessObject","Inkoopleverancier","Een partij die tegen betaling goederen of diensten levert aan de netbeheerder.",""
"id-736061","BusinessObject","Inkoopleveranciersprestatie","De mate waarin een inkoopleverancier gestelde doelen of verplichtingen volbrengt.",""
"id-469299","BusinessObject","Inkooporder","Een afspraak om goederen of diensten te leveren aan de netbeheerder tegen een overeengekomen prijs, eventueel onder de voorwaarden van een inkoopovereenkomst.",""
"id-736059","BusinessObject","Inkoopovereenkomst","De verzameling bedrijfsobjecten nodig om overeenkomsten met inkoopleveranciers af te sluiten en te bewaken.",""
"id-475596","BusinessObject","Inkoopovereenkomst","Een afspraak over de voorwaarden waaronder een partij goederen of diensten levert aan de netbeheerder.",""
"id-736057","BusinessObject","Inkoopplan","Een door een organisatie in detail voorgenomen handelswijze om goederen en diensten te verkrijgen zodat zij haar doelstellingen realiseert.",""
"id-736051","BusinessObject","Inkoopproduct","De verzameling bedrijfsobjecten nodig om goederen en diensten te verkrijgen.",""
"id-736053","BusinessObject","Inkoopstrategie","De verzameling bedrijfsobjecten nodig om goederen- en dienstenstrategie en -plannen op te stellen en te besturen.",""
"id-736055","BusinessObject","Inkoopstrategie","Een algemene aanpak die een organisatie hanteert om goederen en diensten te verkrijgen zodat zij haar doelstellingen realiseert.",""
"id-736158","BusinessObject","Innovatie","Een idee voor een nieuw goed, dienst of proces, of combinatie daarvan.",""
"id-479419","BusinessObject","Installatie","Het samenstel van energietechnisch materiaal en leidingen van een aangeslotene, te rekenen na het overdrachtspunt van de aansluiting.",""
"id-2ce2fe8d3f694c29a7b891ee6fa1b42a","BusinessObject","International Prices","Forecast the exchange between market areas",""
"id-469075","BusinessObject","Investeringsplan","Een door de netbeheerder periodiek opgesteld plan waarin alle noodzakelijke uitbreidings- en vervangingsinvesteringen worden beschreven en onderbouwd.",""
"id-e5c4abdf76d5494ba52b17c1656836ac","BusinessObject","Investment Policy","Covering the financial investment strategy",""
"id-736134","BusinessObject","Juridisch advies","Een raadgeving die primair verband houdt met het recht.",""
"id-469427","BusinessObject","Klant","Een (potentiële) afnemer van een product of dienst van de netbeheerder.",""
"id-729632","BusinessObject","Klant","De verzameling bedrijfsobjecten nodig om klanten te bedienen.",""
"id-729634","BusinessObject","Klant","De verzameling bedrijfsobjecten nodig om klanten te bedienen en relaties met hen te onderhouden.",""
"id-472880","BusinessObject","Klantaanvraag","Een verzoek aan de netbeheerder om het doen van een aanbod voor het leveren van een product of dienst.",""
"id-479212","BusinessObject","Klantcontactmoment","Een aaneengesloten periode waarbij interactief informatie wordt uitgewisseld tussen een klant en de netbeheerder.",""
"id-722942","BusinessObject","Klantervaring","Een subjectieve beleving van een klant naar aanleiding van direct of indirect contact met de netbeheerder.",""
"id-729643","BusinessObject","Klantfactuur","De verzameling bedrijfsobjecten nodig om te factureren en innen.",""
"id-469274","BusinessObject","Klantfactuur","Een document dat een betalingsverplichting van of aan een klant weergeeft.",""
"id-722939","BusinessObject","Klantnotificatie","Een aan een klant gerichte officiële kennisgeving van een verandering in de status van de aansluit- of transportdienst.",""
"id-470129","BusinessObject","Klantofferte","Een formeel aanbod tot het sluiten van een overeenkomst, opgesteld op verzoek van een (potentiële) klant.",""
"id-729646","BusinessObject","Klantovereenkomst","De verzameling bedrijfsobjecten nodig om overeenkomsten te verwerven en beheren.",""
"id-469480","BusinessObject","Klantovereenkomst","Een afspraak tussen een klant en de netbeheerder over wat ze met elkaar of voor elkaar zullen gaan doen of laten.",""
"id-722954","BusinessObject","Klantproduct","Een al dan niet tastbaar iets dat de netbeheerder aanbiedt om aan een wens of behoefte te voldoen.",""
"id-469958","BusinessObject","Klantverzoek","Een vraag, claim of klacht van een klant, niet zijnde een klantaanvraag.",""
